threshold,macro_f1,fatal_precision,fatal_recall,fatal_f1,predicted_fatal_proportion
0.655,0.35849795340105456,0.06823689468985163,0.10320879686193814,0.08215601965601965,0.01954870345744681
0.66,0.3585428273272693,0.06995884773662552,0.09838595588708121,0.08177226690895487,0.018176529255319148
0.665,0.3581566733960382,0.07075378862428655,0.09246993762459006,0.08016724738675958,0.016891622340425533
0.67,0.35781870108628183,0.07184548445293432,0.0870683557327503,0.07872779602872343,0.015663231382978725
0.675,0.3571063409605754,0.07220112760326775,0.08070220564593916,0.07621534630917318,0.014446476063829787
0.68,0.35677220368976065,0.07358337998382783,0.07607227831007653,0.07480713292019729,0.01336186835106383
0.685,0.35661533430693093,0.0758364312267658,0.07214970098385956,0.07394714295129506,0.012296376329787233
0.6900000000000001,0.35579154840123306,0.07639402455258099,0.06642659636036267,0.07106249785023905,0.011238364361702127
0.6950000000000001,0.35475136206974883,0.07641815235008104,0.06063918719053437,0.06762037933383529,0.010255984042553191
0.7000000000000001,0.3538051647555456,0.07710951526032316,0.05523760529869462,0.0643662657824735,0.009258643617021277
0.705,0.3531795990242957,0.07914885154618674,0.0511864188798148,0.06216807247735083,0.008358543882978723
0.71,0.3522439003433097,0.08092355973996862,0.04642788245128931,0.059003800106239526,0.007415226063829787
0.715,0.3513731374831666,0.08303886925795052,0.042312391486078064,0.05605963791267306,0.006585771276595744
0.72,0.34996451480910595,0.08251946213729654,0.037489550511221145,0.05155642023346303,0.005871841755319149
0.725,0.34889019991000875,0.08524590163934426,0.03343836409234133,0.04803473280679876,0.005069813829787234
0.73,0.347684019941324,0.08670302802332142,0.029644395858787215,0.04418248035269312,0.00441904920212766
0.735,0.3465422559840649,0.08807062876830318,0.026300559449553083,0.04050507551374102,0.0038597074468085107
0.74,0.3454018577330706,0.09013732833957554,0.023213941225644654,0.03691961546328493,0.003328623670212766
0.745,0.3438305772270882,0.08883693746347165,0.019548582084753394,0.03204553839666895,0.0028440824468085107
0.75,0.3431635313494612,0.09211398277004638,0.017876663880136326,0.029942377080079702,0.002508311170212766
0.755,0.34239114137649845,0.09540229885057472,0.01601183203652498,0.027421397500137657,0.0021692154255319148
0.76,0.341479315141253,0.09668874172185431,0.014082695646582214,0.02458464301751235,0.0018824800531914894
0.765,0.34075557944489016,0.09785322016974538,0.012603691080959423,0.02233109262846075,0.0016647273936170213
0.77,0.3398298774794702,0.09859154929577464,0.010803163783679506,0.01947261663286004,0.0014162234042553192
0.775,0.339124120584772,0.10075394105551748,0.009452768310719568,0.01728395061728395,0.0012125997340425533
0.78,0.3383539179889438,0.10032102728731943,0.008038068291428203,0.014883610168482468,0.0010355718085106383
0.785,0.33798465679479933,0.10644257703081232,0.007330718281782522,0.013716760919263627,0.0008901263297872341
0.79,0.33764909114350833,0.11479028697571744,0.006687672818468266,0.012638998602418424,0.0007529920212765958
